node1	node1;label	relationship	relationship;label	node2	node2;label
136	DCC_2009	DSC_FONTE_ATU	Descrição da Fonte de Atualização	GERÊNCIA DO CADASTRO CENTRAL DE EMPRESAS	
136	DCC_2009	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2009	
136	DCC_2009	DAT_FONTE_ATU	Data da Fonte de Atualização	^2010-07-26	
136	DCC_2009	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	200975	
136	DCC_2009	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
137	CAGED_2010_03	SGL_FONTE_ATU	Sigla da Fonte de Atualização	CAGED	
137	CAGED_2010_03	DSC_FONTE_ATU	Descrição da Fonte de Atualização	CADASTRO GERAL DE EMPREGADOS	
137	CAGED_2010_03	ANO_MES_BASE_FONTE_ATU	Ano/Mês Base da Fonte de Atualização	^2010-03	
137	CAGED_2010_03	DAT_FONTE_ATU	Data da Fonte de Atualização	^2010-11-10	
137	CAGED_2010_03	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	200925	
137	CAGED_2010_03	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	R	Registro Administrativo
138	CAGED_2010_09	SGL_FONTE_ATU	Sigla da Fonte de Atualização	CAGED	
138	CAGED_2010_09	DSC_FONTE_ATU	Descrição da Fonte de Atualização	CADASTRO GERAL DE EMPREGADOS	
138	CAGED_2010_09	ANO_MES_BASE_FONTE_ATU	Ano/Mês Base da Fonte de Atualização	^2010-09	
138	CAGED_2010_09	DAT_FONTE_ATU	Data da Fonte de Atualização	^2010-11-10	
138	CAGED_2010_09	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	200925	
138	CAGED_2010_09	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	R	Registro Administrativo
139	PIA_2009	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PIA	
139	PIA_2009	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA INDUSTRIAL ANUAL	
139	PIA_2009	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2009	
139	PIA_2009	DAT_FONTE_ATU	Data da Fonte de Atualização	^2010-11-12	
139	PIA_2009	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	200975	
139	PIA_2009	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
140	PAIC_2009	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PAIC	
140	PAIC_2009	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA ANUAL DA INDÚSTRIA DA CONSTRUÇÃO	
140	PAIC_2009	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2009	
140	PAIC_2009	DAT_FONTE_ATU	Data da Fonte de Atualização	^2010-11-12	
140	PAIC_2009	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	200975	
140	PAIC_2009	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
141	PAS_2009	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PAS	
141	PAS_2009	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA ANUAL DE SERVIÇOS	
141	PAS_2009	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2009	
141	PAS_2009	DAT_FONTE_ATU	Data da Fonte de Atualização	^2010-11-12	
141	PAS_2009	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	200975	
141	PAS_2009	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
142	PAC_2009	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PAC	
142	PAC_2009	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA ANUAL DE COMÉRCIO	
142	PAC_2009	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2009	
142	PAC_2009	DAT_FONTE_ATU	Data da Fonte de Atualização	^2010-11-12	
142	PAC_2009	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	200975	
142	PAC_2009	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
143	SIMCAD_2009	SGL_FONTE_ATU	Sigla da Fonte de Atualização	SIMCAD	
143	SIMCAD_2009	DSC_FONTE_ATU	Descrição da Fonte de Atualização	SISTEMA DE MANUTENÇÃO CADASTRAL	
143	SIMCAD_2009	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2009	
143	SIMCAD_2009	DAT_FONTE_ATU	Data da Fonte de Atualização	^2010-11-12	
143	SIMCAD_2009	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	200975	
143	SIMCAD_2009	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
144	RAIS_2010	SGL_FONTE_ATU	Sigla da Fonte de Atualização	RAIS	
144	RAIS_2010	DSC_FONTE_ATU	Descrição da Fonte de Atualização	RELACAO ANUAL DE INFORMAÇÕES SOCIAIS	
144	RAIS_2010	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2010	
144	RAIS_2010	DAT_FONTE_ATU	Data da Fonte de Atualização	^2011-08-03	
144	RAIS_2010	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201050	
144	RAIS_2010	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	R	Registro Administrativo
145	DCC_2010	SGL_FONTE_ATU	Sigla da Fonte de Atualização	DCC	
145	DCC_2010	DSC_FONTE_ATU	Descrição da Fonte de Atualização	GERÊNCIA DO CADASTRO CENTRAL DE EMPRESAS	
145	DCC_2010	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2010	
145	DCC_2010	DAT_FONTE_ATU	Data da Fonte de Atualização	^2011-08-05	
145	DCC_2010	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201075	
145	DCC_2010	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
146	CAGED_2011_03	SGL_FONTE_ATU	Sigla da Fonte de Atualização	CAGED	
146	CAGED_2011_03	DSC_FONTE_ATU	Descrição da Fonte de Atualização	CADASTRO GERAL DE EMPREGADOS	
146	CAGED_2011_03	ANO_MES_BASE_FONTE_ATU	Ano/Mês Base da Fonte de Atualização	^2011-03	
146	CAGED_2011_03	DAT_FONTE_ATU	Data da Fonte de Atualização	^2011-08-05	
146	CAGED_2011_03	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201025	
146	CAGED_2011_03	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	R	Registro Administrativo
147	CAGED_2011_09	SGL_FONTE_ATU	Sigla da Fonte de Atualização	CAGED	
147	CAGED_2011_09	DSC_FONTE_ATU	Descrição da Fonte de Atualização	CADASTRO GERAL DE EMPREGADOS	
147	CAGED_2011_09	ANO_MES_BASE_FONTE_ATU	Ano/Mês Base da Fonte de Atualização	^2011-09	
147	CAGED_2011_09	DAT_FONTE_ATU	Data da Fonte de Atualização	^2011-08-05	
147	CAGED_2011_09	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201025	
147	CAGED_2011_09	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	R	Registro Administrativo
148	PAIC_2010	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PAIC	
148	PAIC_2010	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA ANUAL DA INDÚSTRIA DA CONSTRUÇÃO	
148	PAIC_2010	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2010	
148	PAIC_2010	DAT_FONTE_ATU	Data da Fonte de Atualização	^2011-11-28	
148	PAIC_2010	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201075	
148	PAIC_2010	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
149	PIA_2010	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PIA	
149	PIA_2010	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA INDUSTRIAL ANUAL	
149	PIA_2010	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2010	
149	PIA_2010	DAT_FONTE_ATU	Data da Fonte de Atualização	^2011-11-28	
149	PIA_2010	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201075	
149	PIA_2010	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
150	PAS_2010	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PAS	
150	PAS_2010	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA ANUAL DE SERVIÇOS	
150	PAS_2010	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2010	
150	PAS_2010	DAT_FONTE_ATU	Data da Fonte de Atualização	^2011-11-28	
150	PAS_2010	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201075	
150	PAS_2010	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
151	PAC_2010	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PAC	
151	PAC_2010	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA ANUAL DE COMÉRCIO	
151	PAC_2010	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2010	
151	PAC_2010	DAT_FONTE_ATU	Data da Fonte de Atualização	^2011-11-28	
151	PAC_2010	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201075	
151	PAC_2010	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
152	SIMCAD_2010	SGL_FONTE_ATU	Sigla da Fonte de Atualização	SIMCAD	
152	SIMCAD_2010	DSC_FONTE_ATU	Descrição da Fonte de Atualização	SISTEMA DE MANUTENÇÃO CADASTRAL	
152	SIMCAD_2010	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2010	
152	SIMCAD_2010	DAT_FONTE_ATU	Data da Fonte de Atualização	^2012-01-23	
152	SIMCAD_2010	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201075	
152	SIMCAD_2010	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
153	RAIS_2011	SGL_FONTE_ATU	Sigla da Fonte de Atualização	RAIS	
153	RAIS_2011	DSC_FONTE_ATU	Descrição da Fonte de Atualização	RELACAO ANUAL DE INFORMAÇÕES SOCIAIS	
153	RAIS_2011	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2011	
153	RAIS_2011	DAT_FONTE_ATU	Data da Fonte de Atualização	^2012-07-02	
153	RAIS_2011	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201150	
153	RAIS_2011	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	R	Registro Administrativo
154	RAT_IBGE_2011	SGL_FONTE_ATU	Sigla da Fonte de Atualização	RAT_IBGE	
154	RAT_IBGE_2011	DSC_FONTE_ATU	Descrição da Fonte de Atualização	RELACAO ANUAL DE INFORMAÇÕES SOCIAIS(EMPREGADO)	
154	RAT_IBGE_2011	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2011	
154	RAT_IBGE_2011	DAT_FONTE_ATU	Data da Fonte de Atualização	^2012-07-04	
154	RAT_IBGE_2011	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201185	
154	RAT_IBGE_2011	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	S	Outros
155	DCC_2011	SGL_FONTE_ATU	Sigla da Fonte de Atualização	DCC	
155	DCC_2011	DSC_FONTE_ATU	Descrição da Fonte de Atualização	GERÊNCIA DO CADASTRO CENTRAL DE EMPRESAS	
155	DCC_2011	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2011	
155	DCC_2011	DAT_FONTE_ATU	Data da Fonte de Atualização	^2012-07-06	
155	DCC_2011	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201180	
155	DCC_2011	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
156	CAGED_2012_03	SGL_FONTE_ATU	Sigla da Fonte de Atualização	CAGED	
156	CAGED_2012_03	DSC_FONTE_ATU	Descrição da Fonte de Atualização	CADASTRO GERAL DE EMPREGADOS	
156	CAGED_2012_03	ANO_MES_BASE_FONTE_ATU	Ano/Mês Base da Fonte de Atualização	^2012-03	
156	CAGED_2012_03	DAT_FONTE_ATU	Data da Fonte de Atualização	^2012-12-13	
156	CAGED_2012_03	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201125	
156	CAGED_2012_03	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	R	Registro Administrativo
157	PAIC_2011	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PAIC	
157	PAIC_2011	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA ANUAL DA INDÚSTRIA DA CONSTRUÇÃO	
157	PAIC_2011	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2011	
157	PAIC_2011	DAT_FONTE_ATU	Data da Fonte de Atualização	^2012-12-14	
157	PAIC_2011	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201175	
157	PAIC_2011	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
158	PIA_2011	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PIA	
158	PIA_2011	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA INDUSTRIAL ANUAL	
158	PIA_2011	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2011	
158	PIA_2011	DAT_FONTE_ATU	Data da Fonte de Atualização	^2012-12-14	
158	PIA_2011	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201175	
158	PIA_2011	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
159	PAS_2011	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PAS	
159	PAS_2011	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA ANUAL DE SERVIÇOS	
159	PAS_2011	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2011	
159	PAS_2011	DAT_FONTE_ATU	Data da Fonte de Atualização	^2012-12-14	
159	PAS_2011	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201175	
159	PAS_2011	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
160	PAC_2011	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PAC	
160	PAC_2011	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA ANUAL DE COMÉRCIO	
160	PAC_2011	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2011	
160	PAC_2011	DAT_FONTE_ATU	Data da Fonte de Atualização	^2012-12-14	
160	PAC_2011	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201175	
160	PAC_2011	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
161	CAGED_2012_09	SGL_FONTE_ATU	Sigla da Fonte de Atualização	CAGED	
161	CAGED_2012_09	DSC_FONTE_ATU	Descrição da Fonte de Atualização	CADASTRO GERAL DE EMPREGADOS	
161	CAGED_2012_09	ANO_MES_BASE_FONTE_ATU	Ano/Mês Base da Fonte de Atualização	^2012-09	
161	CAGED_2012_09	DAT_FONTE_ATU	Data da Fonte de Atualização	^2013-02-14	
161	CAGED_2012_09	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201125	
161	CAGED_2012_09	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	R	Registro Administrativo
162	SIMCAD_2011	SGL_FONTE_ATU	Sigla da Fonte de Atualização	SIMCAD	
162	SIMCAD_2011	DSC_FONTE_ATU	Descrição da Fonte de Atualização	SISTEMA DE MANUTENÇÃO CADASTRAL	
162	SIMCAD_2011	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2011	
162	SIMCAD_2011	DAT_FONTE_ATU	Data da Fonte de Atualização	^2013-04-05	
162	SIMCAD_2011	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201175	
162	SIMCAD_2011	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
163	RAIS_2012	SGL_FONTE_ATU	Sigla da Fonte de Atualização	RAIS	
163	RAIS_2012	DSC_FONTE_ATU	Descrição da Fonte de Atualização	RELACAO ANUAL DE INFORMAÇÕES SOCIAIS	
163	RAIS_2012	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2012	
163	RAIS_2012	DAT_FONTE_ATU	Data da Fonte de Atualização	^2013-07-19	
163	RAIS_2012	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201250	
163	RAIS_2012	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	R	Registro Administrativo
164	DCC_2012	SGL_FONTE_ATU	Sigla da Fonte de Atualização	DCC	
164	DCC_2012	DSC_FONTE_ATU	Descrição da Fonte de Atualização	GERÊNCIA DO CADASTRO CENTRAL DE EMPRESAS	
164	DCC_2012	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2012	
164	DCC_2012	DAT_FONTE_ATU	Data da Fonte de Atualização	^2013-07-19	
164	DCC_2012	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201280	
164	DCC_2012	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
165	CAGED_2013_03	SGL_FONTE_ATU	Sigla da Fonte de Atualização	CAGED	
165	CAGED_2013_03	DSC_FONTE_ATU	Descrição da Fonte de Atualização	CADASTRO GERAL DE EMPREGADOS	
165	CAGED_2013_03	ANO_MES_BASE_FONTE_ATU	Ano/Mês Base da Fonte de Atualização	^2013-03	
165	CAGED_2013_03	DAT_FONTE_ATU	Data da Fonte de Atualização	^2013-07-19	
165	CAGED_2013_03	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201225	
165	CAGED_2013_03	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	R	Registro Administrativo
166	CAGED_2013_09	SGL_FONTE_ATU	Sigla da Fonte de Atualização	CAGED	
166	CAGED_2013_09	DSC_FONTE_ATU	Descrição da Fonte de Atualização	CADASTRO GERAL DE EMPREGADOS	
166	CAGED_2013_09	ANO_MES_BASE_FONTE_ATU	Ano/Mês Base da Fonte de Atualização	^2013-09	
166	CAGED_2013_09	DAT_FONTE_ATU	Data da Fonte de Atualização	^2013-07-19	
166	CAGED_2013_09	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201225	
166	CAGED_2013_09	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	R	Registro Administrativo
167	PAIC_2012	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PAIC	
167	PAIC_2012	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA ANUAL DA INDÚSTRIA DA CONSTRUÇÃO	
167	PAIC_2012	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2012	
167	PAIC_2012	DAT_FONTE_ATU	Data da Fonte de Atualização	^2013-07-19	
167	PAIC_2012	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201275	
167	PAIC_2012	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
168	PIA_2012	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PIA	
168	PIA_2012	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA INDUSTRIAL ANUAL	
168	PIA_2012	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2012	
168	PIA_2012	DAT_FONTE_ATU	Data da Fonte de Atualização	^2013-07-19	
168	PIA_2012	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201275	
168	PIA_2012	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
169	PAS_2012	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PAS	
169	PAS_2012	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA ANUAL DE SERVIÇOS	
169	PAS_2012	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2012	
169	PAS_2012	DAT_FONTE_ATU	Data da Fonte de Atualização	^2013-07-19	
169	PAS_2012	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201275	
169	PAS_2012	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
170	PAC_2012	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PAC	
170	PAC_2012	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA ANUAL DE COMÉRCIO	
170	PAC_2012	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2012	
170	PAC_2012	DAT_FONTE_ATU	Data da Fonte de Atualização	^2013-07-19	
170	PAC_2012	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201275	
170	PAC_2012	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
171	RAT_IBGE_2012	SGL_FONTE_ATU	Sigla da Fonte de Atualização	RAT_IBGE	
171	RAT_IBGE_2012	DSC_FONTE_ATU	Descrição da Fonte de Atualização	RELACAO ANUAL DE INFORMAÇÕES SOCIAIS(EMPREGADO)	
171	RAT_IBGE_2012	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2012	
171	RAT_IBGE_2012	DAT_FONTE_ATU	Data da Fonte de Atualização	^2013-07-23	
171	RAT_IBGE_2012	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201285	
171	RAT_IBGE_2012	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	S	Outros
172	SIMCAD_2012	SGL_FONTE_ATU	Sigla da Fonte de Atualização	SIMCAD	
172	SIMCAD_2012	DSC_FONTE_ATU	Descrição da Fonte de Atualização	SISTEMA DE MANUTENÇÃO CADASTRAL	
172	SIMCAD_2012	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2012	
172	SIMCAD_2012	DAT_FONTE_ATU	Data da Fonte de Atualização	^2013-07-23	
172	SIMCAD_2012	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201275	
172	SIMCAD_2012	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
173	RAIS_2013	SGL_FONTE_ATU	Sigla da Fonte de Atualização	RAIS	
173	RAIS_2013	DSC_FONTE_ATU	Descrição da Fonte de Atualização	RELACAO ANUAL DE INFORMAÇÕES SOCIAIS	
173	RAIS_2013	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2013	
173	RAIS_2013	DAT_FONTE_ATU	Data da Fonte de Atualização	^2014-08-22	
173	RAIS_2013	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201350	
173	RAIS_2013	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	R	Registro Administrativo
174	DCC_2013	SGL_FONTE_ATU	Sigla da Fonte de Atualização	DCC	
174	DCC_2013	DSC_FONTE_ATU	Descrição da Fonte de Atualização	GERÊNCIA DO CADASTRO CENTRAL DE EMPRESAS	
174	DCC_2013	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2013	
174	DCC_2013	DAT_FONTE_ATU	Data da Fonte de Atualização	^2014-08-28	
174	DCC_2013	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201380	
174	DCC_2013	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
175	RAT_IBGE_2013	SGL_FONTE_ATU	Sigla da Fonte de Atualização	RAT_IBGE	
175	RAT_IBGE_2013	DSC_FONTE_ATU	Descrição da Fonte de Atualização	RELACAO ANUAL DE INFORMAÇÕES SOCIAIS(EMPREGADO)	
175	RAT_IBGE_2013	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2013	
175	RAT_IBGE_2013	DAT_FONTE_ATU	Data da Fonte de Atualização	^2014-08-29	
175	RAT_IBGE_2013	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201385	
175	RAT_IBGE_2013	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	S	Outros
176	SIMCAD_2013	SGL_FONTE_ATU	Sigla da Fonte de Atualização	SIMCAD	
176	SIMCAD_2013	DSC_FONTE_ATU	Descrição da Fonte de Atualização	SISTEMA DE MANUTENÇÃO CADASTRAL	
176	SIMCAD_2013	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2013	
176	SIMCAD_2013	DAT_FONTE_ATU	Data da Fonte de Atualização	^2014-08-29	
176	SIMCAD_2013	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201375	
176	SIMCAD_2013	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
177	PAC_2013	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PAC	
177	PAC_2013	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA ANUAL DE COMÉRCIO	
177	PAC_2013	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2013	
177	PAC_2013	DAT_FONTE_ATU	Data da Fonte de Atualização	^2014-08-29	
177	PAC_2013	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201375	
177	PAC_2013	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
178	PAS_2013	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PAS	
178	PAS_2013	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA ANUAL DE SERVIÇOS	
178	PAS_2013	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2013	
178	PAS_2013	DAT_FONTE_ATU	Data da Fonte de Atualização	^2014-08-29	
178	PAS_2013	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201375	
178	PAS_2013	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
179	PIA_2013	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PIA	
179	PIA_2013	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA INDUSTRIAL ANUAL	
179	PIA_2013	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2013	
179	PIA_2013	DAT_FONTE_ATU	Data da Fonte de Atualização	^2014-08-29	
179	PIA_2013	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201375	
179	PIA_2013	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
180	PAIC_2013	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PAIC	
180	PAIC_2013	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA ANUAL DA INDÚSTRIA DA CONSTRUÇÃO	
180	PAIC_2013	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2013	
180	PAIC_2013	DAT_FONTE_ATU	Data da Fonte de Atualização	^2014-08-29	
